Significance Analysis of Microarrays by gene																			
Gene Name	Differentiated			Immunoreactive			Mesenchymal			Proliferative			Chromosome name	Band	Description				
ACAN	-1,6814	0,9389	3,2175	-1,3678	0,952	9,5943	5,2502	1,1893	0	-2,1375	0,9323	0,6935	15	q26.1	"Aggrecan core protein precursor (Cartilage-specific proteoglycan core protein) (CSPCP) (Chondroitin sulfate proteoglycan core protein 1) [Contains: Aggrecan core protein 2]. [Source:Uniprot/SWISSPROT;Acc:P16112]"				
ACAT1	1,8519	1,1135	3,2175	3,8038	1,2315	0	-1,8808	0,9051	1,3817	-3,2858	0,8473	0,0073	11	q22.3	"Acetyl-CoA acetyltransferase, mitochondrial precursor (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (T2). [Source:Uniprot/SWISSPROT;Acc:P24752]"				
ACBD3	0,8832	1,0381	16,6018	0,2344	1,0095	33,3649	1,6649	1,0663	6,1022	-2,6026	0,9086	0,1052	1	q42.12	"Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi phosphoprotein 1) (GOLPH1) (Golgi complex-associated protein 1) (GOCAP1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7). [Source:Uniprot/SWISSPROT;Acc:Q9H3P7]"				
ACBD4	2,6783	1,0948	0,3398	1,3176	1,0439	6,6672	-3,4712	0,899	0,0249	-0,2576	0,9923	24,711	17	q21.31	"Acyl-CoA-binding domain-containing protein 4. [Source:Uniprot/SWISSPROT;Acc:Q8NC06]"				
ACCN1	1,4756	1,063	6,6377	-1,4755	0,9431	6,6672	2,9824	1,1182	0,0249	-2,7954	0,9042	0,1052	17	q12	"Amiloride-sensitive cation channel 1, neuronal (Amiloride-sensitive brain sodium channel) (Amiloride-sensitive cation channel neuronal 1) (Acid-sensing ion channel 2) (ASIC2) (Brain sodium channel 1) (BNaC1) (BNC1) (Mammalian degenerin homolog). [Source:Uniprot/SWISSPROT;Acc:Q16515]"				
ACCN2	0,4805	1,0303	24,09	-6,3132	0,6998	0	3,437	1,2118	0	1,8373	1,1048	1,4298	12	q13.13	"amiloride-sensitive cation channel 2, neuronal isoform a  [Source:RefSeq_peptide;Acc:NP_064423]"				
ACCN3	2,6086	1,1769	0,6697	-0,5928	0,9648	27,6634	-3,8419	0,8051	0	1,8998	1,11	1,4298	7	q36.1	"Amiloride-sensitive cation channel 3 (Neuronal amiloride-sensitive cation channel 3) (Acid-sensing ion channel 3) (ASIC3) (hASIC3) (Testis sodium channel 1) (hTNaC1). [Source:Uniprot/SWISSPROT;Acc:Q9UHC3]"				
ACCN4	1,9154	1,0834	3,2175	-0,1409	0,9943	37,9611	-2,8257	0,8983	0,1264	1,14	1,0428	6,6307	2	q35	"Amiloride-sensitive cation channel 4 (Amiloride-sensitive cation channel 4, pituitary) (Acid-sensing ion channel 4). [Source:Uniprot/SWISSPROT;Acc:Q96FT7]"				
ACD	-0,3025	0,9845	26,2979	0,4054	1,0201	27,6634	-1,5994	0,9279	3,2152	1,4258	1,0661	4,3519	16	q22.1	"Adrenocortical dysplasia protein homolog (POT1 and TIN2-interacting protein). [Source:Uniprot/SWISSPROT;Acc:Q96AP0]"				
ACE	4,1906	1,1453	0	0,1333	1,0042	35,6069	-2,9447	0,9156	0,1264	-0,9155	0,9737	12,1755	17	q23.3	"Angiotensin-converting enzyme, somatic isoform precursor (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD143 antigen) [Contains: Angiotensin-converting enzyme, somatic isoform, soluble form]. [Source:Uniprot/SWISSPROT;Acc:P12821]"				
ACE2	6,712	1,5703	0	2,6842	1,1984	0,1301	-3,4311	0,8029	0,0249	-4,9019	0,7435	0	X	p22.2	"Angiotensin-converting enzyme 2 precursor (EC 3.4.17.-) (ACE-related carboxypeptidase) (Angiotensin-converting enzyme homolog) (ACEH) [Contains: Processed angiotensin-converting enzyme 2]. [Source:Uniprot/SWISSPROT;Acc:Q9BYF1]"				
ACF	2,909	1,0783	0,1677	-0,0397	0,999	38,7936	-2,5833	0,9405	0,1264	-0,0295	0,9993	26,223	0	0	0				
ACHE	0,9351	1,033	13,9168	1,2631	1,0428	9,5943	-0,6289	0,9802	21,5379	-1,3744	0,959	6,6307	7	q22.1	"Acetylcholinesterase precursor (EC 3.1.1.7) (AChE). [Source:Uniprot/SWISSPROT;Acc:P22303]"				
ACIN1	-0,096	0,9954	33,3668	-2,8425	0,8801	0,3348	-2,0923	0,9138	1,3817	4,802	1,2136	0	14	q11.2	"Apoptotic chromatin condensation inducer in the nucleus (Acinus). [Source:Uniprot/SWISSPROT;Acc:Q9UKV3]"				
ACLY	-4,3982	0,8226	0	-0,6097	0,9737	27,6634	3,1116	1,1362	0,0249	1,3713	1,0561	4,3519	17	q21.2	"ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme). [Source:Uniprot/SWISSPROT;Acc:P53396]"				
ACN9	-2,6538	0,8171	0,1677	2,1441	1,1694	0,7301	-3,1798	0,8025	0,0249	3,4122	1,2536	0,0073	7	q21.3	"Protein ACN9 homolog, mitochondrial precursor. [Source:Uniprot/SWISSPROT;Acc:Q9NRP4]"				
ACO1	-2,1405	0,8819	0,6697	0,3156	1,0179	30,6701	4,103	1,2414	0	-2,2882	0,889	0,6935	9	p21.1	"Iron-responsive element-binding protein 1 (IRE-BP 1) (Iron regulatory protein 1) (IRP1) (Ferritin repressor protein) (Aconitate hydratase) (EC 4.2.1.3) (Citrate hydro-lyase) (Aconitase). [Source:Uniprot/SWISSPROT;Acc:P21399]"				
ACOT11	2,8377	1,0987	0,3398	-0,668	0,9787	24,1232	-3,1112	0,9102	0,1264	1,0962	1,0327	6,6307	1	p32.3	"Acyl-coenzyme A thioesterase 11 (EC 3.1.2.-) (Acyl-CoA thioesterase 11) (Acyl-CoA thioester hydrolase 11) (Brown fat-inducible thioesterase) (BFIT) (Adipose-associated thioesterase). [Source:Uniprot/SWISSPROT;Acc:Q8WXI4]"				
ACOT7	-2,0336	0,8912	1,216	0,0674	1,0036	38,7936	0,6646	1,0351	17,6043	1,0749	1,0549	6,6307	1	p36.31	"Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Long chain acyl-CoA thioester hydrolase) (CTE-II) (CTE-IIa) (Brain acyl-CoA hydrolase) (Acyl-CoA thioesterase 7). [Source:Uniprot/SWISSPROT;Acc:O00154]"				
ACOT8	-1,0458	0,9499	11,2803	0,926	1,0444	16,7477	-2,3006	0,9025	0,4599	2,2734	1,1021	0,6935	20	q13.12	"Acyl-coenzyme A thioesterase 8 (EC 3.1.2.27) (Choloyl-coenzyme A thioesterase) (Acyl-CoA thioesterase 8) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (PTE-1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (HIV-Nef-associated acyl-CoA thioesterase [Source:Uniprot/SWISSPROT;Acc:O14734]"				
ACOT9	-0,1587	0,9904	29,8206	2,9437	1,1829	0,0467	2,739	1,1611	0,1264	-5,321	0,7625	0	X	p22.11	"Acyl-coenzyme A thioesterase 9 (EC 3.1.2.-) (Acyl-CoA thioesterase 9) (Acyl-CoA thioester hydrolase 9). [Source:Uniprot/SWISSPROT;Acc:Q9Y305]"				
ACOX1	0,7637	1,0399	19,2003	1,9547	1,1002	1,4462	1,5461	1,0749	6,1022	-4,0149	0,8379	0	17	q25.1	"Peroxisomal acyl-coenzyme A oxidase 1 (EC 1.3.3.6) (Palmitoyl-CoA oxidase) (AOX) (Straight-chain acyl-CoA oxidase) (SCOX). [Source:Uniprot/SWISSPROT;Acc:Q15067]"				
ACOX2	1,9545	1,1622	2,0642	-1,4203	0,9005	9,5943	-0,3923	0,9726	21,5379	-0,0299	0,9979	26,223	3	p14.3	"Peroxisomal acyl-coenzyme A oxidase 2 (EC 1.17.99.3) (3-alpha,7- alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase) (3- alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA oxidase) (Trihydroxycoprostanoyl-CoA oxidase) (THCCox) (THCA-C [Source:Uniprot/SWISSPROT;Acc:Q99424]"				
ACOX3	-0,2275	0,9893	28,1676	0,4766	1,0215	27,6634	1,6053	1,0708	6,1022	-1,7787	0,9298	2,6217	4	p16.1	"Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Pristanoyl-CoA oxidase) (Branched-chain acyl-CoA oxidase) (BRCACox). [Source:Uniprot/SWISSPROT;Acc:O15254]"				
ACP1	-2,8446	0,8552	0,066	-1,2253	0,937	13,0283	-2,2489	0,8929	0,4599	6,0052	1,3214	0	2	p25.3	"Low molecular weight phosphotyrosine protein phosphatase (EC 3.1.3.48) (LMW-PTPase) (LMW-PTP) (Low molecular weight cytosolic acid phosphatase) (EC 3.1.3.2) (Red cell acid phosphatase 1) (Adipocyte acid phosphatase). [Source:Uniprot/SWISSPROT;Acc:P24666]"				
ACP2	-3,5951	0,8317	0	5,8126	1,3195	0	1,7156	1,0847	3,2152	-3,7035	0,8469	0	11	p11.2	"Lysosomal acid phosphatase precursor (EC 3.1.3.2) (LAP). [Source:Uniprot/SWISSPROT;Acc:P11117]"				
ACP5	-3,0047	0,7882	0,0315	7,0452	1,6614	0	1,7028	1,1321	6,1022	-5,2771	0,6993	0	19	p13.2	"Tartrate-resistant acid phosphatase type 5 precursor (EC 3.1.3.2) (TR- AP) (Tartrate-resistant acid ATPase) (TrATPase) (Acid phosphatase 5, tartrate resistant). [Source:Uniprot/SWISSPROT;Acc:P13686]"				
ACP6	6,4594	1,4719	0	-0,5438	0,9676	27,6634	-3,4417	0,8226	0,0249	-1,6233	0,9143	2,6217	1	q21.1	"Lysophosphatidic acid phosphatase type 6 precursor (EC 3.1.3.2) (Acid phosphatase 6, lysophosphatidic) (Acid phosphatase-like protein 1) (PACPL1). [Source:Uniprot/SWISSPROT;Acc:Q9NPH0]"				
ACPP	1,4567	1,1581	6,6377	5,9305	1,7312	0	-2,4055	0,8022	0,4599	-4,2819	0,6903	0	3	q22.1	"Prostatic acid phosphatase precursor (EC 3.1.3.2). [Source:Uniprot/SWISSPROT;Acc:P15309]"				
ACR	0,5982	1,0118	21,7605	1,2495	1,0237	9,5943	-2,8888	0,9501	0,1264	1,0627	1,0184	6,6307	22	q13.33	"Acrosin precursor (EC 3.4.21.10) [Contains: Acrosin light chain; Acrosin heavy chain]. [Source:Uniprot/SWISSPROT;Acc:P10323]"				
ACRV1	-0,0557	0,9982	33,3668	-0,0177	0,9994	38,7936	-3,4646	0,9079	0,0249	3,3841	1,0948	0,0073	11	q24.2	"Acrosomal protein SP-10 precursor (Acrosomal vesicle protein 1). [Source:Uniprot/SWISSPROT;Acc:P26436]"				
ACSBG1	5,1672	1,3221	0	-1,944	0,9015	2,5859	-2,9153	0,863	0,1264	0,1652	1,0081	26,223	15	q25.1	"Long-chain-fatty-acid--CoA ligase ACSBG1 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 1) (hBG1) (hsBG) (hsBGM) (Lipodisin). [Source:Uniprot/SWISSPROT;Acc:Q96GR2]"				
ACSBG2	2,7693	1,1007	0,3398	0,8698	1,0295	16,7477	-3,6013	0,8931	0,0249	0,1915	1,0058	26,223	19	p13.3	"Long-chain-fatty-acid--CoA ligase ACSBG2 (EC 6.2.1.3) (Acyl-CoA synthetase bubblegum family member 2) (Bubblegum-related protein) (PRTD-NY3). [Source:Uniprot/SWISSPROT;Acc:Q5FVE4]"				
ACSL1	-1,1282	0,9142	8,9075	1,3983	1,112	6,6672	10,075	1,9151	0	-9,9677	0,5388	0	4	q35.1	"Long-chain-fatty-acid--CoA ligase 1 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 1) (LACS 1) (Palmitoyl-CoA ligase 1) (Long-chain fatty acid-CoA ligase 2) (Long-chain acyl-CoA synthetase 2) (LACS 2) (Acyl- CoA synthetase 1) (ACS1) (Palmitoyl-CoA ligase 2) [Source:Uniprot/SWISSPROT;Acc:P33121]"				
ACSL3	-1,8995	0,8983	2,0642	-0,9897	0,9477	16,7477	3,498	1,1949	0	-0,7379	0,964	15,204	2	q36.1	"Long-chain-fatty-acid--CoA ligase 3 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 3) (LACS 3). [Source:Uniprot/SWISSPROT;Acc:O95573]"				
ACSL4	-0,5461	0,9661	21,7605	1,8507	1,1177	2,5859	2,8215	1,1746	0,1264	-3,9684	0,8065	0	X	q22.3	"Long-chain-fatty-acid--CoA ligase 4 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 4) (LACS 4). [Source:Uniprot/SWISSPROT;Acc:O60488]"				
ACSL5	7,2242	2,0002	0	5,279	1,6465	0	-1,5109	0,8687	3,2152	-10,3697	0,4398	0	10	q25.2	"Long-chain-fatty-acid--CoA ligase 5 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 5) (LACS 5). [Source:Uniprot/SWISSPROT;Acc:Q9ULC5]"				
ACSL6	-0,9683	0,9544	11,2803	0,9253	1,0435	16,7477	-1,7701	0,9253	1,3817	1,697	1,074	2,6217	5	q31.1	"Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Long-chain acyl-CoA synthetase 6) (LACS 6). [Source:Uniprot/SWISSPROT;Acc:Q9UKU0]"				
ACSM1	4,0082	1,329	0	-0,9473	0,9365	16,7477	-3,3632	0,8031	0,0249	0,6056	1,0391	15,204	16	p12.2	"Acyl-coenzyme A synthetase ACSM1, mitochondrial precursor (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 1) (Middle-chain acyl- CoA synthetase 1) (Butyrate--CoA ligase 1) (Butyryl coenzyme A synthetase 1) (Lipoate-activating enzyme). [Source:Uniprot/SWISSPROT;Acc:Q08AH1]"				
ACSM3	1,9076	1,2202	3,2175	-1,4584	0,8642	6,6672	-4,1906	0,6754	0	3,6617	1,3919	0	16	p12.2	"Acyl-coenzyme A synthetase ACSM3, mitochondrial precursor (EC 6.2.1.2) (Acyl-CoA synthetase medium-chain family member 3) (Middle-chain acyl- CoA synthetase 3) (Butyrate--CoA ligase 3) (Butyryl coenzyme A synthetase 3) (Protein SA homolog). [Source:Uniprot/SWISSPROT;Acc:Q53FZ2]"				
ACTA1	-0,8497	0,9346	13,9168	-3,2629	0,7825	0,0467	3,9715	1,3269	0	-0,0396	0,9972	26,223	1	q42.13	"Actin, alpha skeletal muscle (Alpha-actin-1). [Source:Uniprot/SWISSPROT;Acc:P68133]"				
ACTA2	-5,5519	0,5616	0	-2,1428	0,8024	1,4462	18,1499	3,7138	0	-6,4544	0,5598	0	10	q23.31	"Actin, aortic smooth muscle (Alpha-actin-2) (Cell growth-inhibiting gene 46 protein). [Source:Uniprot/SWISSPROT;Acc:P62736]"				
ACTB	-1,7582	0,9314	2,0642	0,8326	1,0327	16,7477	7,0749	1,277	0	-5,8341	0,8206	0	7	p22.1	"Actin, cytoplasmic 1 (Beta-actin). [Source:Uniprot/SWISSPROT;Acc:P60709]"				
ACTC1	-3,7315	0,7762	0	-3,9651	0,7735	0	5,6157	1,4052	0	1,6034	1,1016	2,6217	15	q14	"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin). [Source:Uniprot/SWISSPROT;Acc:P68032]"				
ACTG1	-2,0399	0,9187	1,216	-1,6878	0,935	4,2891	5,2882	1,2139	0	-1,5654	0,9445	4,3519	17	q25.3	"Actin, cytoplasmic 2 (Gamma-actin). [Source:Uniprot/SWISSPROT;Acc:P63261]"				
ACTG2	-5,5132	0,5719	0	-2,9359	0,7465	0,1301	18,1339	3,5888	0	-5,6641	0,6053	0	2	p13.1	"Actin, gamma-enteric smooth muscle (Smooth muscle gamma-actin) (Gamma- 2-actin) (Alpha-actin-3). [Source:Uniprot/SWISSPROT;Acc:P63267]"				
ACTL6A	-4,1856	0,8038	0	3,3335	1,1826	0,0187	-2,1102	0,9027	0,4599	2,6087	1,1285	0,1052	3	q26.33	"Actin-like protein 6A (53 kDa BRG1-associated factor A) (Actin-related protein Baf53a) (ArpNbeta). [Source:Uniprot/SWISSPROT;Acc:O96019]"				
ACTL6B	0,8494	1,0281	16,6018	-1,1232	0,9655	13,0283	-1,7635	0,9489	1,3817	1,9778	1,0579	1,4298	7	q22.1	"Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha). [Source:Uniprot/SWISSPROT;Acc:O94805]"				
ACTL7A	2,4293	1,0861	0,6697	0,7265	1,0241	20,4598	-2,0497	0,9382	1,3817	-0,8237	0,9755	15,204	9	q31.3	"Actin-like protein 7A (Actin-like-7-alpha). [Source:Uniprot/SWISSPROT;Acc:Q9Y615]"				
ACTL7B	1,4302	1,0367	6,6377	1,1153	1,0273	9,5943	-0,9511	0,9783	9,6877	-1,3633	0,9702	6,6307	9	q31.3	"Actin-like protein 7B (Actin-like-7-beta). [Source:Uniprot/SWISSPROT;Acc:Q9Y614]"				
ACTL8	-0,8057	0,9099	13,9168	0,4918	1,0566	27,6634	-1,9536	0,8122	1,3817	2,1319	1,243	0,6935	1	p36.13	"Actin-like protein 8 (Cancer/testis antigen 57) (CT57). [Source:Uniprot/SWISSPROT;Acc:Q9H568]"				
ACTN1	-1,0979	0,9392	8,9075	-3,2626	0,8386	0,0467	8,3872	1,4928	0	-3,5122	0,841	0	14	q24.1	"Alpha-actinin-1 (Alpha-actinin cytoskeletal isoform) (Non-muscle alpha-actinin-1) (F-actin cross-linking protein). [Source:Uniprot/SWISSPROT;Acc:P12814]"				
ACTN2	-0,7625	0,986	16,6018	-1,5059	0,9739	6,6672	-1,665	0,9725	3,2152	3,7213	1,0603	0	1	q43	"Alpha-actinin-2 (Alpha-actinin skeletal muscle isoform 2) (F-actin cross-linking protein). [Source:Uniprot/SWISSPROT;Acc:P35609]"				
ACTN3	0,9042	1,0173	16,6018	-0,8393	0,9848	20,4598	0,2492	1,0043	21,5379	-0,2616	0,9956	24,711	0	0	0				
ACTN4	-0,5349	0,9699	21,7605	-0,8431	0,955	20,4598	3,2557	1,1818	0,0249	-1,8456	0,9122	1,4298	19	q13.2	"Alpha-actinin-4 (Non-muscle alpha-actinin 4) (F-actin cross-linking protein). [Source:Uniprot/SWISSPROT;Acc:O43707]"				
ACTR10	-3,6186	0,8339	0	0,8735	1,0435	16,7477	0,2292	1,0107	21,5379	2,1081	1,0983	0,6935	14	q23.1	"Actin-related protein 10 (hARP11). [Source:Uniprot/SWISSPROT;Acc:Q9NZ32]"				
ACTR1A	-5,0534	0,7857	0	-0,286	0,9865	33,3649	4,5573	1,2209	0	0,292	1,0127	22,8783	10	q24.32	"Alpha-centractin (Centractin) (Centrosome-associated actin homolog) (Actin-RPV) (ARP1). [Source:Uniprot/SWISSPROT;Acc:P61163]"				
ACTR1B	0,5529	1,0228	24,09	-0,1599	0,9937	37,3139	-4,1416	0,8599	0	3,6036	1,1351	0	2	q11.2	"Beta-centractin (Actin-related protein 1B) (ARP1B). [Source:Uniprot/SWISSPROT;Acc:P42025]"				
ACTR2	-3,1479	0,8598	0,0315	0,0405	1,0018	38,7936	4,5463	1,2167	0	-1,5594	0,9359	4,3519	2	p14	"Actin-related protein 2 (Actin-like protein 2). [Source:Uniprot/SWISSPROT;Acc:P61160]"				
ACTR3	-3,3224	0,8622	0	4,3799	1,2029	0	3,8955	1,1707	0	-4,8528	0,8299	0	2	q14.1	"Actin-related protein 3 (Actin-like protein 3). [Source:Uniprot/SWISSPROT;Acc:P61158]"				
ACTR3B	0,1194	1,0066	32,5411	-1,7872	0,9101	4,2891	-4,0175	0,82	0	5,5124	1,2924	0	7	q36.1	"actin-related protein 3-beta isoform 2  [Source:RefSeq_peptide;Acc:NP_001035225]"				
ACTR5	0,1843	1,0077	32,0584	0,6658	1,027	20,4598	-2,8116	0,899	0,1264	1,9039	1,072	1,4298	20	q11.23	"Actin-related protein 5 (hARP5) (Sarcoma antigen NY-SAR-16). [Source:Uniprot/SWISSPROT;Acc:Q9H9F9]"				
ACTR6	-2,6003	0,8494	0,1677	2,7707	1,1806	0,1301	-1,7556	0,9039	1,3817	1,4257	1,082	4,3519	12	q23.1	"Actin-related protein 6 (hArp6) (hARPX). [Source:Uniprot/SWISSPROT;Acc:Q9GZN1]"				
ACTR8	-0,294	0,9861	26,2979	-1,1531	0,9491	13,0283	-1,2405	0,9478	6,1022	2,5212	1,1093	0,2958	3	p21.1	"Actin-related protein 8. [Source:Uniprot/SWISSPROT;Acc:Q9H981]"				
ACVR1	-2,4206	0,8791	0,3398	0,5494	1,0285	24,1232	5,2159	1,2792	0	-3,2694	0,8594	0,0073	2	q24.1	"Activin receptor type-1 precursor (EC 2.7.11.30) (Activin receptor type I) (ACTR-I) (Serine/threonine-protein kinase receptor R1) (SKR1) (Activin receptor-like kinase 2) (ALK-2) (TGF-B superfamily receptor type I) (TSR-I). [Source:Uniprot/SWISSPROT;Acc:Q04771]"				
ACVR1B	-0,9277	0,9714	11,2803	-2,0954	0,9395	2,5859	-3,893	0,8969	0	6,8059	1,1908	0	12	q13.13	"Activin receptor type-1B precursor (EC 2.7.11.30) (ACTR-IB) (Serine/threonine-protein kinase receptor R2) (SKR2) (Activin receptor-like kinase 4) (ALK-4). [Source:Uniprot/SWISSPROT;Acc:P36896]"				
ACVR2A	-6,356	0,7057	0	-1,3587	0,9278	9,5943	3,4383	1,1954	0	3,3306	1,1807	0,0073	2	q22.3	"Activin receptor type-2A precursor (EC 2.7.11.30) (Activin receptor type IIA) (ACTR-IIA) (ACTRIIA). [Source:Uniprot/SWISSPROT;Acc:P27037]"				
ACVR2B	-1,0842	0,9421	8,9075	-4,3994	0,7978	0	-4,0924	0,8177	0	9,8051	1,5226	0	3	p22.2	"Activin receptor type-2B precursor (EC 2.7.11.30) (Activin receptor type IIB) (ACTR-IIB). [Source:Uniprot/SWISSPROT;Acc:Q13705]"				
ACVRL1	-2,1635	0,9323	0,6697	0,7651	1,0241	20,4598	6,1604	1,1895	0	-4,5448	0,8816	0	12	q13.13	"Serine/threonine-protein kinase receptor R3 precursor (EC 2.7.11.30) (SKR3) (Activin receptor-like kinase 1) (ALK-1) (TGF-B superfamily receptor type I) (TSR-I). [Source:Uniprot/SWISSPROT;Acc:P37023]"				
ACY1	4,9559	1,3818	0	2,9384	1,2058	0,0467	-2,669	0,8499	0,1264	-4,4454	0,7743	0	3	p21.1	"Aminoacylase-1 (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase) (ACY-1). [Source:Uniprot/SWISSPROT;Acc:Q03154]"				
ACYP1	-0,3561	0,978	26,2979	1,7552	1,1098	2,5859	-4,2058	0,7916	0	2,6757	1,1556	0,1052	0	0	0				
ACYP2	1,3857	1,0937	6,6377	1,536	1,0995	4,2891	-4,3958	0,776	0	1,4999	1,0886	2,6217	2	p16.2	"Acylphosphatase-2 (EC 3.6.1.7) (Acylphosphate phosphohydrolase 2) (Acylphosphatase, muscle type isozyme). [Source:Uniprot/SWISSPROT;Acc:P14621]"				
ADA	-3,7784	0,8305	0	3,543	1,1816	0	0,8882	1,0414	14,6237	-0,7955	0,9657	15,204	20	q13.12	"Adenosine deaminase (EC 3.5.4.4) (Adenosine aminohydrolase). [Source:Uniprot/SWISSPROT;Acc:P00813]"				
ADAM10	-0,3954	0,9794	24,09	0,8804	1,0451	16,7477	4,3207	1,2238	0	-4,6309	0,8129	0	15	q22.1	"ADAM 10 precursor (EC 3.4.24.81) (A disintegrin and metalloproteinase domain 10) (Mammalian disintegrin-metalloprotease) (Kuzbanian protein homolog) (CD156c antigen) (CDw156). [Source:Uniprot/SWISSPROT;Acc:O14672]"				
ADAM11	1,5848	1,047	4,8218	-1,8578	0,9497	4,2891	-3,323	0,9167	0,0249	3,5066	1,0918	0,0073	17	q21.31	"ADAM 11 precursor (A disintegrin and metalloproteinase domain 11) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein) (MDC). [Source:Uniprot/SWISSPROT;Acc:O75078]"				
ADAM12	-5,82	0,6095	0	-2,5742	0,8051	0,7301	24,5242	3,4253	0	-7,9326	0,5647	0	10	q26.2	"ADAM 12 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 12) (Meltrin-alpha). [Source:Uniprot/SWISSPROT;Acc:O43184]"				
ADAM15	4,9562	1,2093	0	2,1461	1,0843	0,7301	-4,4839	0,8539	0	-1,9822	0,9337	1,4298	1	q21.3	"ADAM 15 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 15) (Metalloproteinase-like, disintegrin-like, and cysteine- rich protein 15) (MDC-15) (Metalloprotease RGD disintegrin protein) (Metargidin). [Source:Uniprot/SWISSPROT;Acc:Q13444]"				
ADAM17	-3,4291	0,8437	0	1,415	1,0703	6,6672	2,3157	1,1113	0,4599	-0,5403	0,9764	21,0108	2	p25.1	"ADAM 17 precursor (EC 3.4.24.86) (A disintegrin and metalloproteinase domain 17) (TNF-alpha-converting enzyme) (TNF-alpha convertase) (Snake venom-like protease) (CD156b antigen). [Source:Uniprot/SWISSPROT;Acc:P78536]"				
ADAM18	1,0992	1,0232	11,2803	-1,0139	0,9799	16,7477	-2,2986	0,9574	0,4599	2,1657	1,0401	0,6935	8	p11.22	"ADAM 18 precursor (A disintegrin and metalloproteinase domain 18) (Transmembrane metalloproteinase-like, disintegrin-like, and cysteine- rich protein III) (tMDC III). [Source:Uniprot/SWISSPROT;Acc:Q9Y3Q7]"				
ADAM19	-3,8639	0,8654	0	2,0061	1,0755	1,4462	10,6756	1,3794	0	-8,0316	0,7816	0	5	q33.3	"ADAM 19 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 19) (Meltrin-beta) (Metalloprotease and disintegrin dentritic antigen marker) (MADDAM). [Source:Uniprot/SWISSPROT;Acc:Q9H013]"				
ADAM2	0,5806	1,0141	21,7605	0,7	1,0163	20,4598	-2,8047	0,9407	0,1264	1,5091	1,0323	2,6217	8	p11.22	"Disintegrin and metalloproteinase domain-containing protein 2 precursor (ADAM 2) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta) (Cancer/testis antigen 15) (CT15). [Source:Uniprot/SWISSPROT;Acc:Q99965]"				
ADAM20	-1,4851	0,9429	4,8218	-1,5418	0,9433	6,6672	1,4141	1,0524	9,6877	1,357	1,0482	4,3519	14	q24.2	"ADAM 20 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 20). [Source:Uniprot/SWISSPROT;Acc:O43506]"				
ADAM22	-4,3611	0,7941	0	-0,8409	0,9573	20,4598	2,8529	1,1498	0,1264	1,7972	1,0887	1,4298	7	q21.12	"ADAM 22 precursor (A disintegrin and metalloproteinase domain 22) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2) (Metalloproteinase-disintegrin ADAM22-3). [Source:Uniprot/SWISSPROT;Acc:Q9P0K1]"				
ADAM23	-0,0162	0,9991	33,3668	-2,1734	0,9027	1,4462	1,4187	1,066	9,6877	0,6365	1,0279	15,204	2	q33.3	"ADAM 23 precursor (A disintegrin and metalloproteinase domain 23) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3) (MDC-3). [Source:Uniprot/SWISSPROT;Acc:O75077]"				
ADAM28	0,3264	1,0273	28,1676	1,925	1,1637	1,4462	0,2697	1,0205	21,5379	-2,3159	0,8464	0,6935	8	p21.2	"ADAM 28 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase domain 28) (Metalloproteinase-like, disintegrin-like, and cysteine- rich protein-L) (MDC-L) (eMDC II). [Source:Uniprot/SWISSPROT;Acc:Q9UKQ2]"				
